order_id,pizza_id,quantity,order_date,order_time,pizza_type_id,pizza_size,price,name,category,ingredients
13816,pizza_buffalo_chicken_l,3,2025-05-06,03:48:41,pizza_buffalo_chicken,L,8.01,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
13816,pizza_supreme_m,3,2025-05-06,03:48:41,pizza_supreme,M,15.34,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
13817,pizza_hawaiian_m,2,2025-12-14,17:29:30,pizza_hawaiian,M,11.4,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13817,pizza_bbq_chicken_xl,2,2025-12-14,17:29:30,pizza_bbq_chicken,XL,8.74,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13818,pizza_veggie_l,1,2025-07-31,08:35:45,pizza_veggie,L,17.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
13819,pizza_pepperoni_m,3,2025-05-27,09:44:04,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13819,pizza_mushroom_xl,3,2025-05-27,09:44:04,pizza_mushroom,XL,14.56,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13819,pizza_margherita_s,1,2025-05-27,09:44:04,pizza_margherita,S,12.77,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13819,pizza_buffalo_chicken_xl,1,2025-05-27,09:44:04,pizza_buffalo_chicken,XL,5.78,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
13819,pizza_mushroom_xl,1,2025-05-27,09:44:04,pizza_mushroom,XL,14.56,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13820,pizza_supreme_m,2,2025-08-19,12:49:44,pizza_supreme,M,15.34,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
13821,pizza_supreme_l,2,2025-09-18,12:38:07,pizza_supreme,L,10.84,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
13822,pizza_pepperoni_m,3,2025-07-22,23:00:03,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13823,pizza_buffalo_chicken_m,2,2025-05-14,15:39:02,pizza_buffalo_chicken,M,11.41,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
13823,pizza_pepperoni_xl,3,2025-05-14,15:39:02,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13823,pizza_bbq_chicken_s,2,2025-05-14,15:39:02,pizza_bbq_chicken,S,10.37,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13824,pizza_pepperoni_xl,2,2025-08-26,21:02:38,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13824,pizza_mushroom_l,1,2025-08-26,21:02:38,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13825,pizza_mushroom_s,2,2025-11-22,08:43:29,pizza_mushroom,S,16.86,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13825,pizza_mushroom_l,3,2025-11-22,08:43:29,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13825,pizza_buffalo_chicken_m,3,2025-11-22,08:43:29,pizza_buffalo_chicken,M,11.41,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
13826,pizza_spinach_feta_m,1,2025-01-03,02:05:38,pizza_spinach_feta,M,6.24,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
13826,pizza_buffalo_chicken_l,2,2025-01-03,02:05:38,pizza_buffalo_chicken,L,8.01,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
13827,pizza_buffalo_chicken_s,2,2025-05-10,18:47:29,pizza_buffalo_chicken,S,5.56,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
13827,pizza_mushroom_xl,3,2025-05-10,18:47:29,pizza_mushroom,XL,14.56,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13828,pizza_meat_lovers_xl,1,2025-10-13,20:30:16,pizza_meat_lovers,XL,13.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
13829,pizza_hawaiian_m,2,2025-02-03,15:42:24,pizza_hawaiian,M,11.4,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13829,pizza_mushroom_s,2,2025-02-03,15:42:24,pizza_mushroom,S,16.86,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13829,pizza_veggie_s,2,2025-02-03,15:42:24,pizza_veggie,S,17.33,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
13829,pizza_meat_lovers_s,2,2025-02-03,15:42:24,pizza_meat_lovers,S,9.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
13830,pizza_pepperoni_s,2,2025-03-03,01:05:27,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13830,pizza_mushroom_xl,1,2025-03-03,01:05:27,pizza_mushroom,XL,14.56,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13830,pizza_hawaiian_s,2,2025-03-03,01:05:27,pizza_hawaiian,S,18.82,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13830,pizza_hawaiian_m,1,2025-03-03,01:05:27,pizza_hawaiian,M,11.4,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13831,pizza_supreme_m,1,2025-03-21,14:24:34,pizza_supreme,M,15.34,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
13831,pizza_margherita_l,1,2025-03-21,14:24:34,pizza_margherita,L,6.28,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13831,pizza_bbq_chicken_s,3,2025-03-21,14:24:34,pizza_bbq_chicken,S,10.37,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13831,pizza_mushroom_l,2,2025-03-21,14:24:34,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13831,pizza_spinach_feta_m,1,2025-03-21,14:24:34,pizza_spinach_feta,M,6.24,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
13832,pizza_hawaiian_m,2,2025-10-21,06:06:46,pizza_hawaiian,M,11.4,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13832,pizza_meat_lovers_l,3,2025-10-21,06:06:46,pizza_meat_lovers,L,19.65,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
13832,pizza_hawaiian_l,2,2025-10-21,06:06:46,pizza_hawaiian,L,12.18,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13833,pizza_meat_lovers_xl,3,2025-07-14,18:33:00,pizza_meat_lovers,XL,13.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
13834,pizza_supreme_xl,3,2025-06-23,18:01:45,pizza_supreme,XL,10.91,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
13834,pizza_hawaiian_s,1,2025-06-23,18:01:45,pizza_hawaiian,S,18.82,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13834,pizza_veggie_s,3,2025-06-23,18:01:45,pizza_veggie,S,17.33,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
13835,pizza_veggie_xl,2,2025-04-16,00:27:08,pizza_veggie,XL,10.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
13835,pizza_mushroom_xl,3,2025-04-16,00:27:08,pizza_mushroom,XL,14.56,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13835,pizza_pepperoni_s,3,2025-04-16,00:27:08,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13836,pizza_bbq_chicken_m,1,2025-10-08,17:13:31,pizza_bbq_chicken,M,13.68,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13836,pizza_meat_lovers_m,1,2025-10-08,17:13:31,pizza_meat_lovers,M,12.27,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
13836,pizza_veggie_l,3,2025-10-08,17:13:31,pizza_veggie,L,17.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
13836,pizza_spinach_feta_s,1,2025-10-08,17:13:31,pizza_spinach_feta,S,12.69,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
13836,pizza_bbq_chicken_l,1,2025-10-08,17:13:31,pizza_bbq_chicken,L,16.28,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13837,pizza_margherita_xl,2,2025-08-18,07:49:15,pizza_margherita,XL,16.41,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13837,pizza_hawaiian_s,2,2025-08-18,07:49:15,pizza_hawaiian,S,18.82,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13838,pizza_meat_lovers_l,3,2025-08-01,18:20:42,pizza_meat_lovers,L,19.65,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
13838,pizza_veggie_s,2,2025-08-01,18:20:42,pizza_veggie,S,17.33,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
13838,pizza_meat_lovers_s,2,2025-08-01,18:20:42,pizza_meat_lovers,S,9.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
13838,pizza_hawaiian_l,1,2025-08-01,18:20:42,pizza_hawaiian,L,12.18,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13839,pizza_hawaiian_l,2,2025-08-21,16:49:42,pizza_hawaiian,L,12.18,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13839,pizza_veggie_xl,3,2025-08-21,16:49:42,pizza_veggie,XL,10.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
13839,pizza_veggie_s,2,2025-08-21,16:49:42,pizza_veggie,S,17.33,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
13839,pizza_margherita_m,3,2025-08-21,16:49:42,pizza_margherita,M,5.22,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13839,pizza_spinach_feta_l,3,2025-08-21,16:49:42,pizza_spinach_feta,L,11.83,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
13840,pizza_supreme_xl,2,2025-05-09,01:10:09,pizza_supreme,XL,10.91,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
13840,pizza_pepperoni_s,1,2025-05-09,01:10:09,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13841,pizza_pepperoni_m,3,2025-05-20,06:52:05,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13841,pizza_pepperoni_s,3,2025-05-20,06:52:05,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13842,pizza_margherita_m,1,2025-05-20,16:35:47,pizza_margherita,M,5.22,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13842,pizza_pepperoni_m,1,2025-05-20,16:35:47,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13843,pizza_bbq_chicken_s,3,2025-02-28,04:40:28,pizza_bbq_chicken,S,10.37,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13843,pizza_margherita_s,2,2025-02-28,04:40:28,pizza_margherita,S,12.77,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13843,pizza_buffalo_chicken_l,3,2025-02-28,04:40:28,pizza_buffalo_chicken,L,8.01,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
13844,pizza_veggie_xl,3,2025-04-04,06:37:22,pizza_veggie,XL,10.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
13844,pizza_bbq_chicken_l,3,2025-04-04,06:37:22,pizza_bbq_chicken,L,16.28,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13844,pizza_spinach_feta_l,2,2025-04-04,06:37:22,pizza_spinach_feta,L,11.83,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
13845,pizza_buffalo_chicken_s,1,2025-02-06,11:45:23,pizza_buffalo_chicken,S,5.56,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
13845,pizza_supreme_s,2,2025-02-06,11:45:23,pizza_supreme,S,14.32,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
13845,pizza_pepperoni_m,3,2025-02-06,11:45:23,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13846,pizza_spinach_feta_xl,3,2025-09-09,14:52:48,pizza_spinach_feta,XL,5.86,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
13846,pizza_hawaiian_s,3,2025-09-09,14:52:48,pizza_hawaiian,S,18.82,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13846,pizza_bbq_chicken_s,3,2025-09-09,14:52:48,pizza_bbq_chicken,S,10.37,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13846,pizza_veggie_m,1,2025-09-09,14:52:48,pizza_veggie,M,9.79,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
13847,pizza_bbq_chicken_m,1,2025-07-28,02:07:29,pizza_bbq_chicken,M,13.68,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13847,pizza_buffalo_chicken_m,2,2025-07-28,02:07:29,pizza_buffalo_chicken,M,11.41,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
13847,pizza_meat_lovers_s,2,2025-07-28,02:07:29,pizza_meat_lovers,S,9.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
13847,pizza_margherita_l,2,2025-07-28,02:07:29,pizza_margherita,L,6.28,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13848,pizza_supreme_xl,2,2025-07-01,14:11:49,pizza_supreme,XL,10.91,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
13848,pizza_bbq_chicken_m,1,2025-07-01,14:11:49,pizza_bbq_chicken,M,13.68,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13849,pizza_pepperoni_s,3,2025-09-10,12:33:35,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13849,pizza_margherita_s,3,2025-09-10,12:33:35,pizza_margherita,S,12.77,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13849,pizza_margherita_s,2,2025-09-10,12:33:35,pizza_margherita,S,12.77,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13849,pizza_bbq_chicken_l,3,2025-09-10,12:33:35,pizza_bbq_chicken,L,16.28,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13849,pizza_spinach_feta_m,1,2025-09-10,12:33:35,pizza_spinach_feta,M,6.24,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
13850,pizza_pepperoni_xl,1,2025-09-15,09:02:54,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13850,pizza_meat_lovers_s,2,2025-09-15,09:02:54,pizza_meat_lovers,S,9.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
13850,pizza_veggie_l,2,2025-09-15,09:02:54,pizza_veggie,L,17.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
13850,pizza_pepperoni_l,2,2025-09-15,09:02:54,pizza_pepperoni,L,13.55,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13850,pizza_pepperoni_m,3,2025-09-15,09:02:54,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13851,pizza_pepperoni_m,2,2025-12-30,08:13:05,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13851,pizza_bbq_chicken_m,3,2025-12-30,08:13:05,pizza_bbq_chicken,M,13.68,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13852,pizza_supreme_l,2,2025-11-12,08:44:35,pizza_supreme,L,10.84,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
13852,pizza_veggie_xl,2,2025-11-12,08:44:35,pizza_veggie,XL,10.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
13853,pizza_margherita_l,1,2025-02-06,08:16:02,pizza_margherita,L,6.28,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13853,pizza_pepperoni_l,2,2025-02-06,08:16:02,pizza_pepperoni,L,13.55,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13853,pizza_meat_lovers_l,3,2025-02-06,08:16:02,pizza_meat_lovers,L,19.65,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
13853,pizza_pepperoni_l,1,2025-02-06,08:16:02,pizza_pepperoni,L,13.55,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13853,pizza_buffalo_chicken_m,3,2025-02-06,08:16:02,pizza_buffalo_chicken,M,11.41,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
13854,pizza_bbq_chicken_m,2,2025-07-21,14:21:08,pizza_bbq_chicken,M,13.68,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13854,pizza_hawaiian_l,3,2025-07-21,14:21:08,pizza_hawaiian,L,12.18,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13854,pizza_mushroom_xl,3,2025-07-21,14:21:08,pizza_mushroom,XL,14.56,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13855,pizza_supreme_l,2,2025-08-24,17:42:07,pizza_supreme,L,10.84,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
13855,pizza_pepperoni_s,1,2025-08-24,17:42:07,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13855,pizza_margherita_m,2,2025-08-24,17:42:07,pizza_margherita,M,5.22,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13856,pizza_hawaiian_l,2,2025-12-01,02:55:32,pizza_hawaiian,L,12.18,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13857,pizza_buffalo_chicken_s,2,2025-06-09,03:44:57,pizza_buffalo_chicken,S,5.56,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
13857,pizza_hawaiian_xl,1,2025-06-09,03:44:57,pizza_hawaiian,XL,7.3,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13857,pizza_bbq_chicken_m,1,2025-06-09,03:44:57,pizza_bbq_chicken,M,13.68,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13858,pizza_bbq_chicken_xl,1,2025-12-22,12:23:28,pizza_bbq_chicken,XL,8.74,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13858,pizza_supreme_s,2,2025-12-22,12:23:28,pizza_supreme,S,14.32,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
13859,pizza_pepperoni_m,1,2025-10-28,08:16:02,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13859,pizza_supreme_m,1,2025-10-28,08:16:02,pizza_supreme,M,15.34,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
13859,pizza_spinach_feta_s,1,2025-10-28,08:16:02,pizza_spinach_feta,S,12.69,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
13860,pizza_pepperoni_s,3,2025-10-23,10:32:15,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13860,pizza_bbq_chicken_xl,3,2025-10-23,10:32:15,pizza_bbq_chicken,XL,8.74,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13860,pizza_hawaiian_l,2,2025-10-23,10:32:15,pizza_hawaiian,L,12.18,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13861,pizza_mushroom_xl,1,2025-08-03,07:54:32,pizza_mushroom,XL,14.56,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13861,pizza_margherita_xl,1,2025-08-03,07:54:32,pizza_margherita,XL,16.41,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13861,pizza_margherita_m,3,2025-08-03,07:54:32,pizza_margherita,M,5.22,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13861,pizza_bbq_chicken_l,3,2025-08-03,07:54:32,pizza_bbq_chicken,L,16.28,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13862,pizza_margherita_s,3,2025-06-22,19:27:51,pizza_margherita,S,12.77,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13862,pizza_veggie_m,2,2025-06-22,19:27:51,pizza_veggie,M,9.79,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
13862,pizza_spinach_feta_m,1,2025-06-22,19:27:51,pizza_spinach_feta,M,6.24,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
13863,pizza_hawaiian_m,2,2025-10-26,12:49:40,pizza_hawaiian,M,11.4,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13863,pizza_meat_lovers_m,2,2025-10-26,12:49:40,pizza_meat_lovers,M,12.27,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
13863,pizza_buffalo_chicken_s,1,2025-10-26,12:49:40,pizza_buffalo_chicken,S,5.56,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
13863,pizza_bbq_chicken_l,3,2025-10-26,12:49:40,pizza_bbq_chicken,L,16.28,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13863,pizza_veggie_s,1,2025-10-26,12:49:40,pizza_veggie,S,17.33,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
13864,pizza_hawaiian_l,3,2025-03-04,05:07:42,pizza_hawaiian,L,12.18,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13865,pizza_veggie_m,2,2025-12-29,05:20:48,pizza_veggie,M,9.79,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
13865,pizza_hawaiian_xl,1,2025-12-29,05:20:48,pizza_hawaiian,XL,7.3,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13865,pizza_meat_lovers_s,3,2025-12-29,05:20:48,pizza_meat_lovers,S,9.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
13866,pizza_buffalo_chicken_m,1,2025-04-01,09:48:10,pizza_buffalo_chicken,M,11.41,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
13866,pizza_margherita_s,3,2025-04-01,09:48:10,pizza_margherita,S,12.77,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13866,pizza_mushroom_s,2,2025-04-01,09:48:10,pizza_mushroom,S,16.86,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13866,pizza_pepperoni_xl,2,2025-04-01,09:48:10,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13866,pizza_spinach_feta_m,1,2025-04-01,09:48:10,pizza_spinach_feta,M,6.24,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
13867,pizza_mushroom_m,3,2025-07-04,23:45:24,pizza_mushroom,M,15.77,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13867,pizza_supreme_l,1,2025-07-04,23:45:24,pizza_supreme,L,10.84,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
13867,pizza_pepperoni_m,2,2025-07-04,23:45:24,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
13867,pizza_hawaiian_m,2,2025-07-04,23:45:24,pizza_hawaiian,M,11.4,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
13868,pizza_mushroom_l,3,2025-05-02,02:29:35,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13868,pizza_bbq_chicken_xl,1,2025-05-02,02:29:35,pizza_bbq_chicken,XL,8.74,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13868,pizza_buffalo_chicken_s,1,2025-05-02,02:29:35,pizza_buffalo_chicken,S,5.56,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
13868,pizza_margherita_s,3,2025-05-02,02:29:35,pizza_margherita,S,12.77,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13869,pizza_supreme_l,2,2025-03-25,17:18:17,pizza_supreme,L,10.84,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
13869,pizza_bbq_chicken_l,1,2025-03-25,17:18:17,pizza_bbq_chicken,L,16.28,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13869,pizza_supreme_xl,1,2025-03-25,17:18:17,pizza_supreme,XL,10.91,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
13869,pizza_margherita_l,1,2025-03-25,17:18:17,pizza_margherita,L,6.28,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
13870,pizza_bbq_chicken_xl,1,2025-08-04,09:48:25,pizza_bbq_chicken,XL,8.74,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13870,pizza_meat_lovers_l,3,2025-08-04,09:48:25,pizza_meat_lovers,L,19.65,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
13870,pizza_mushroom_xl,2,2025-08-04,09:48:25,pizza_mushroom,XL,14.56,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13870,pizza_spinach_feta_s,1,2025-08-04,09:48:25,pizza_spinach_feta,S,12.69,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
13870,pizza_bbq_chicken_s,3,2025-08-04,09:48:25,pizza_bbq_chicken,S,10.37,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
13871,pizza_buffalo_chicken_m,2,2025-08-30,03:15:29,pizza_buffalo_chicken,M,11.41,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
13872,pizza_buffalo_chicken_l,1,2025-05-22,14:42:17,pizza_buffalo_chicken,L,8.01,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
13872,pizza_supreme_l,2,2025-05-22,14:42:17,pizza_supreme,L,10.84,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
13872,pizza_mushroom_xl,1,2025-05-22,14:42:17,pizza_mushroom,XL,14.56,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13873,pizza_mushroom_m,2,2025-08-03,20:54:16,pizza_mushroom,M,15.77,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
13873,pizza_veggie_s,2,2025-08-03,20:54:16,pizza_veggie,S,17.33,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
13873,pizza_meat_lovers_xl,1,2025-08-03,20:54:16,pizza_meat_lovers,XL,13.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
13873,pizza_spinach_feta_m,1,2025-08-03,20:54:16,pizza_spinach_feta,M,6.24,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
13874,pizza_pepperoni_s,2,2025-04-14,06:50:15,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
